Account;Symbol;Contract;Entry Date;Entry Price;Exit Date;Exit Price;Side;Quantity;Gross P/L;Net P/L
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:25:00;27448.5;2026-04-30 17:30:39;27484.25;BUY;1;71.5;69.9
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:24:57;27451.75;2026-04-30 17:30:39;27484.25;BUY;1;65;63.4
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:24:22;27447.5;2026-04-30 17:30:39;27484.25;BUY;1;73.5;71.9
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:24:20;27442.5;2026-04-30 17:30:39;27484.25;BUY;1;83.5;81.9
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:24:20;27442.75;2026-04-30 17:30:39;27484.25;BUY;1;83;81.4
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:24:15;27441;2026-04-30 17:31:32;27483;BUY;1;84;82.4
202604033096;MNQ;/MNQM26:XCME;2026-04-30 17:24:02;27444;2026-04-30 17:31:32;27483;BUY;1;78;76.4
202604033096;MNQ;/MNQM26:XCME;2026-04-30 22:15:11;27637;2026-04-30 22:16:30;27636.75;BUY;1;-0.5;-2.1
202604033096;MNQ;/MNQM26:XCME;2026-04-30 22:20:21;27624;2026-04-30 22:40:02;27611.5;SELL;-2;50;46.8
202604033096;MNQ;/MNQM26:XCME;2026-04-30 22:16:30;27636.75;2026-04-30 22:40:02;27611.5;SELL;-1;50.5;48.9
